Date,Season,Team,Opponent,HomeFlag,GF,GA,Manager,ManagerStart,ManagerEnd,MatchNumMgr,Window1,Window2,Window3,HomeTeam,AwayTeam,MatchID,Points,GoalDifference,Win,Draw,Loss,ManagerPeriod,rows_per_match,CompleteMatchPair
2019-12-29,2019/2020,Liverpool,Wolves,1,1,0,JURGEN KLOPP,2015-08-10,2100-01-01,170,0,0,0,Liverpool,Wolves,2019/2020_2019-12-29_Liverpool_Wolves,3,1,1,0,0,Established,2,TRUE
2020-01-02,2019/2020,Liverpool,Sheffield Utd,1,2,0,JURGEN KLOPP,2015-08-10,2100-01-01,171,0,0,0,Liverpool,Sheffield Utd,2019/2020_2020-01-02_Liverpool_Sheffield Utd,3,2,1,0,0,Established,2,TRUE
2020-01-11,2019/2020,Liverpool,Tottenham,0,1,0,JURGEN KLOPP,2015-08-10,2100-01-01,172,0,0,0,Tottenham,Liverpool,2019/2020_2020-01-11_Tottenham_Liverpool,3,1,1,0,0,Established,2,TRUE
2020-01-19,2019/2020,Liverpool,Manchester Utd,1,2,0,JURGEN KLOPP,2015-08-10,2100-01-01,173,0,0,0,Liverpool,Manchester Utd,2019/2020_2020-01-19_Liverpool_Manchester Utd,3,2,1,0,0,Established,2,TRUE
2020-01-23,2019/2020,Liverpool,Wolves,0,2,1,JURGEN KLOPP,2015-08-10,2100-01-01,174,0,0,0,Wolves,Liverpool,2019/2020_2020-01-23_Wolves_Liverpool,3,1,1,0,0,Established,2,TRUE
2020-01-29,2019/2020,Liverpool,West Ham,0,2,0,JURGEN KLOPP,2015-08-10,2100-01-01,175,0,0,0,West Ham,Liverpool,2019/2020_2020-01-29_West Ham_Liverpool,3,2,1,0,0,Established,2,TRUE
2020-02-01,2019/2020,Liverpool,Southampton,1,4,0,JURGEN KLOPP,2015-08-10,2100-01-01,176,0,0,0,Liverpool,Southampton,2019/2020_2020-02-01_Liverpool_Southampton,3,4,1,0,0,Established,2,TRUE
2020-02-15,2019/2020,Liverpool,Norwich City,0,1,0,JURGEN KLOPP,2015-08-10,2100-01-01,177,0,0,0,Norwich City,Liverpool,2019/2020_2020-02-15_Norwich City_Liverpool,3,1,1,0,0,Established,2,TRUE
2020-02-24,2019/2020,Liverpool,West Ham,1,3,2,JURGEN KLOPP,2015-08-10,2100-01-01,178,0,0,0,Liverpool,West Ham,2019/2020_2020-02-24_Liverpool_West Ham,3,1,1,0,0,Established,2,TRUE
2020-02-29,2019/2020,Liverpool,Watford,0,0,3,JURGEN KLOPP,2015-08-10,2100-01-01,179,0,0,0,Watford,Liverpool,2019/2020_2020-02-29_Watford_Liverpool,0,-3,0,0,1,Established,2,TRUE
2020-03-07,2019/2020,Liverpool,Bournemouth,1,2,1,JURGEN KLOPP,2015-08-10,2100-01-01,180,0,0,0,Liverpool,Bournemouth,2019/2020_2020-03-07_Liverpool_Bournemouth,3,1,1,0,0,Established,1,FALSE
2020-06-21,2019/2020,Liverpool,Everton,0,0,0,JURGEN KLOPP,2015-08-10,2100-01-01,181,0,0,0,Everton,Liverpool,2019/2020_2020-06-21_Everton_Liverpool,1,0,0,1,0,Established,2,TRUE
2020-06-24,2019/2020,Liverpool,Crystal Palace,1,4,0,JURGEN KLOPP,2015-08-10,2100-01-01,182,0,0,0,Liverpool,Crystal Palace,2019/2020_2020-06-24_Liverpool_Crystal Palace,3,4,1,0,0,Established,2,TRUE
2020-07-02,2019/2020,Liverpool,Manchester City,0,0,4,JURGEN KLOPP,2015-08-10,2100-01-01,183,0,0,0,Manchester City,Liverpool,2019/2020_2020-07-02_Manchester City_Liverpool,0,-4,0,0,1,Established,2,TRUE
2020-07-05,2019/2020,Liverpool,Aston Villa,1,2,0,JURGEN KLOPP,2015-08-10,2100-01-01,184,0,0,0,Liverpool,Aston Villa,2019/2020_2020-07-05_Liverpool_Aston Villa,3,2,1,0,0,Established,2,TRUE
2020-07-08,2019/2020,Liverpool,Brighton,0,3,1,JURGEN KLOPP,2015-08-10,2100-01-01,185,0,0,0,Brighton,Liverpool,2019/2020_2020-07-08_Brighton_Liverpool,3,2,1,0,0,Established,2,TRUE
2020-07-11,2019/2020,Liverpool,Burnley,1,1,1,JURGEN KLOPP,2015-08-10,2100-01-01,186,0,0,0,Liverpool,Burnley,2019/2020_2020-07-11_Liverpool_Burnley,1,0,0,1,0,Established,2,TRUE
2020-07-15,2019/2020,Liverpool,Arsenal,0,1,2,JURGEN KLOPP,2015-08-10,2100-01-01,187,0,0,0,Arsenal,Liverpool,2019/2020_2020-07-15_Arsenal_Liverpool,0,-1,0,0,1,Established,2,TRUE
2020-07-22,2019/2020,Liverpool,Chelsea,1,5,3,JURGEN KLOPP,2015-08-10,2100-01-01,188,0,0,0,Liverpool,Chelsea,2019/2020_2020-07-22_Liverpool_Chelsea,3,2,1,0,0,Established,2,TRUE
2020-07-26,2019/2020,Liverpool,Newcastle Utd,0,3,1,JURGEN KLOPP,2015-08-10,2100-01-01,189,0,0,0,Newcastle Utd,Liverpool,2019/2020_2020-07-26_Newcastle Utd_Liverpool,3,2,1,0,0,Established,2,TRUE
2020-09-12,2020/2021,Liverpool,Leeds United,1,4,3,JURGEN KLOPP,2015-08-10,2100-01-01,190,0,0,0,Liverpool,Leeds United,2020/2021_2020-09-12_Liverpool_Leeds United,3,1,1,0,0,Established,2,TRUE
2020-09-20,2020/2021,Liverpool,Chelsea,0,2,0,JURGEN KLOPP,2015-08-10,2100-01-01,191,0,0,0,Chelsea,Liverpool,2020/2021_2020-09-20_Chelsea_Liverpool,3,2,1,0,0,Established,2,TRUE
2020-09-28,2020/2021,Liverpool,Arsenal,1,3,1,JURGEN KLOPP,2015-08-10,2100-01-01,192,0,0,0,Liverpool,Arsenal,2020/2021_2020-09-28_Liverpool_Arsenal,3,2,1,0,0,Established,2,TRUE
2020-10-04,2020/2021,Liverpool,Aston Villa,0,2,7,JURGEN KLOPP,2015-08-10,2100-01-01,193,0,0,0,Aston Villa,Liverpool,2020/2021_2020-10-04_Aston Villa_Liverpool,0,-5,0,0,1,Established,2,TRUE
2020-10-17,2020/2021,Liverpool,Everton,0,2,2,JURGEN KLOPP,2015-08-10,2100-01-01,194,0,0,0,Everton,Liverpool,2020/2021_2020-10-17_Everton_Liverpool,1,0,0,1,0,Established,2,TRUE
2020-10-24,2020/2021,Liverpool,Sheffield Utd,1,2,1,JURGEN KLOPP,2015-08-10,2100-01-01,195,0,0,0,Liverpool,Sheffield Utd,2020/2021_2020-10-24_Liverpool_Sheffield Utd,3,1,1,0,0,Established,2,TRUE
2020-10-31,2020/2021,Liverpool,West Ham,1,2,1,JURGEN KLOPP,2015-08-10,2100-01-01,196,0,0,0,Liverpool,West Ham,2020/2021_2020-10-31_Liverpool_West Ham,3,1,1,0,0,Established,2,TRUE
2020-11-08,2020/2021,Liverpool,Manchester City,0,1,1,JURGEN KLOPP,2015-08-10,2100-01-01,197,0,0,0,Manchester City,Liverpool,2020/2021_2020-11-08_Manchester City_Liverpool,1,0,0,1,0,Established,2,TRUE
2020-11-22,2020/2021,Liverpool,Leicester City,1,3,0,JURGEN KLOPP,2015-08-10,2100-01-01,198,0,0,0,Liverpool,Leicester City,2020/2021_2020-11-22_Liverpool_Leicester City,3,3,1,0,0,Established,2,TRUE
2020-11-28,2020/2021,Liverpool,Brighton,0,1,1,JURGEN KLOPP,2015-08-10,2100-01-01,199,0,0,0,Brighton,Liverpool,2020/2021_2020-11-28_Brighton_Liverpool,1,0,0,1,0,Established,2,TRUE
2020-12-06,2020/2021,Liverpool,Wolves,1,4,0,JURGEN KLOPP,2015-08-10,2100-01-01,200,0,0,0,Liverpool,Wolves,2020/2021_2020-12-06_Liverpool_Wolves,3,4,1,0,0,Established,2,TRUE
2020-12-13,2020/2021,Liverpool,Fulham,0,1,1,JURGEN KLOPP,2015-08-10,2100-01-01,201,0,0,0,Fulham,Liverpool,2020/2021_2020-12-13_Fulham_Liverpool,1,0,0,1,0,Established,2,TRUE
2020-12-16,2020/2021,Liverpool,Tottenham,1,2,1,JURGEN KLOPP,2015-08-10,2100-01-01,202,0,0,0,Liverpool,Tottenham,2020/2021_2020-12-16_Liverpool_Tottenham,3,1,1,0,0,Established,2,TRUE
2020-12-19,2020/2021,Liverpool,Crystal Palace,0,7,0,JURGEN KLOPP,2015-08-10,2100-01-01,203,0,0,0,Crystal Palace,Liverpool,2020/2021_2020-12-19_Crystal Palace_Liverpool,3,7,1,0,0,Established,2,TRUE
2020-12-27,2020/2021,Liverpool,West Brom,1,1,1,JURGEN KLOPP,2015-08-10,2100-01-01,204,0,0,0,Liverpool,West Brom,2020/2021_2020-12-27_Liverpool_West Brom,1,0,0,1,0,Established,2,TRUE
2020-12-30,2020/2021,Liverpool,Newcastle Utd,0,0,0,JURGEN KLOPP,2015-08-10,2100-01-01,205,0,0,0,Newcastle Utd,Liverpool,2020/2021_2020-12-30_Newcastle Utd_Liverpool,1,0,0,1,0,Established,2,TRUE
2021-01-04,2020/2021,Liverpool,Southampton,0,0,1,JURGEN KLOPP,2015-08-10,2100-01-01,206,0,0,0,Southampton,Liverpool,2020/2021_2021-01-04_Southampton_Liverpool,0,-1,0,0,1,Established,2,TRUE
2021-01-17,2020/2021,Liverpool,Manchester Utd,1,0,0,JURGEN KLOPP,2015-08-10,2100-01-01,207,0,0,0,Liverpool,Manchester Utd,2020/2021_2021-01-17_Liverpool_Manchester Utd,1,0,0,1,0,Established,2,TRUE
2021-01-21,2020/2021,Liverpool,Burnley,1,0,1,JURGEN KLOPP,2015-08-10,2100-01-01,208,0,0,0,Liverpool,Burnley,2020/2021_2021-01-21_Liverpool_Burnley,0,-1,0,0,1,Established,2,TRUE
2021-01-28,2020/2021,Liverpool,Tottenham,0,3,1,JURGEN KLOPP,2015-08-10,2100-01-01,209,0,0,0,Tottenham,Liverpool,2020/2021_2021-01-28_Tottenham_Liverpool,3,2,1,0,0,Established,2,TRUE
2021-01-31,2020/2021,Liverpool,West Ham,0,3,1,JURGEN KLOPP,2015-08-10,2100-01-01,210,0,0,0,West Ham,Liverpool,2020/2021_2021-01-31_West Ham_Liverpool,3,2,1,0,0,Established,2,TRUE
2021-02-03,2020/2021,Liverpool,Brighton,1,0,1,JURGEN KLOPP,2015-08-10,2100-01-01,211,0,0,0,Liverpool,Brighton,2020/2021_2021-02-03_Liverpool_Brighton,0,-1,0,0,1,Established,2,TRUE
2021-02-07,2020/2021,Liverpool,Manchester City,1,1,4,JURGEN KLOPP,2015-08-10,2100-01-01,212,0,0,0,Liverpool,Manchester City,2020/2021_2021-02-07_Liverpool_Manchester City,0,-3,0,0,1,Established,2,TRUE
2021-02-13,2020/2021,Liverpool,Leicester City,0,1,3,JURGEN KLOPP,2015-08-10,2100-01-01,213,0,0,0,Leicester City,Liverpool,2020/2021_2021-02-13_Leicester City_Liverpool,0,-2,0,0,1,Established,2,TRUE
2021-02-20,2020/2021,Liverpool,Everton,1,0,2,JURGEN KLOPP,2015-08-10,2100-01-01,214,0,0,0,Liverpool,Everton,2020/2021_2021-02-20_Liverpool_Everton,0,-2,0,0,1,Established,2,TRUE
2021-02-28,2020/2021,Liverpool,Sheffield Utd,0,2,0,JURGEN KLOPP,2015-08-10,2100-01-01,215,0,0,0,Sheffield Utd,Liverpool,2020/2021_2021-02-28_Sheffield Utd_Liverpool,3,2,1,0,0,Established,2,TRUE
2021-03-04,2020/2021,Liverpool,Chelsea,1,0,1,JURGEN KLOPP,2015-08-10,2100-01-01,216,0,0,0,Liverpool,Chelsea,2020/2021_2021-03-04_Liverpool_Chelsea,0,-1,0,0,1,Established,2,TRUE
2021-03-07,2020/2021,Liverpool,Fulham,1,0,1,JURGEN KLOPP,2015-08-10,2100-01-01,217,0,0,0,Liverpool,Fulham,2020/2021_2021-03-07_Liverpool_Fulham,0,-1,0,0,1,Established,2,TRUE
2021-03-15,2020/2021,Liverpool,Wolves,0,1,0,JURGEN KLOPP,2015-08-10,2100-01-01,218,0,0,0,Wolves,Liverpool,2020/2021_2021-03-15_Wolves_Liverpool,3,1,1,0,0,Established,2,TRUE
2021-04-03,2020/2021,Liverpool,Arsenal,0,3,0,JURGEN KLOPP,2015-08-10,2100-01-01,219,0,0,0,Arsenal,Liverpool,2020/2021_2021-04-03_Arsenal_Liverpool,3,3,1,0,0,Established,2,TRUE
2021-04-10,2020/2021,Liverpool,Aston Villa,1,2,1,JURGEN KLOPP,2015-08-10,2100-01-01,220,0,0,0,Liverpool,Aston Villa,2020/2021_2021-04-10_Liverpool_Aston Villa,3,1,1,0,0,Established,2,TRUE
2021-04-19,2020/2021,Liverpool,Leeds United,0,1,1,JURGEN KLOPP,2015-08-10,2100-01-01,221,0,0,0,Leeds United,Liverpool,2020/2021_2021-04-19_Leeds United_Liverpool,1,0,0,1,0,Established,2,TRUE
2021-04-24,2020/2021,Liverpool,Newcastle Utd,1,1,1,JURGEN KLOPP,2015-08-10,2100-01-01,222,0,0,0,Liverpool,Newcastle Utd,2020/2021_2021-04-24_Liverpool_Newcastle Utd,1,0,0,1,0,Established,2,TRUE
2021-05-08,2020/2021,Liverpool,Southampton,1,2,0,JURGEN KLOPP,2015-08-10,2100-01-01,223,0,0,0,Liverpool,Southampton,2020/2021_2021-05-08_Liverpool_Southampton,3,2,1,0,0,Established,2,TRUE
2021-05-13,2020/2021,Liverpool,Manchester Utd,0,4,2,JURGEN KLOPP,2015-08-10,2100-01-01,224,0,0,0,Manchester Utd,Liverpool,2020/2021_2021-05-13_Manchester Utd_Liverpool,3,2,1,0,0,Established,2,TRUE
2021-05-16,2020/2021,Liverpool,West Brom,0,2,1,JURGEN KLOPP,2015-08-10,2100-01-01,225,0,0,0,West Brom,Liverpool,2020/2021_2021-05-16_West Brom_Liverpool,3,1,1,0,0,Established,2,TRUE
2021-05-19,2020/2021,Liverpool,Burnley,0,3,0,JURGEN KLOPP,2015-08-10,2100-01-01,226,0,0,0,Burnley,Liverpool,2020/2021_2021-05-19_Burnley_Liverpool,3,3,1,0,0,Established,2,TRUE
2021-05-23,2020/2021,Liverpool,Crystal Palace,1,2,0,JURGEN KLOPP,2015-08-10,2100-01-01,227,0,0,0,Liverpool,Crystal Palace,2020/2021_2021-05-23_Liverpool_Crystal Palace,3,2,1,0,0,Established,2,TRUE
2021-08-14,2021/2022,Liverpool,Norwich City,0,3,0,JURGEN KLOPP,2015-08-10,2100-01-01,228,0,0,0,Norwich City,Liverpool,2021/2022_2021-08-14_Norwich City_Liverpool,3,3,1,0,0,Established,1,FALSE
2021-08-21,2021/2022,Liverpool,Burnley,1,2,0,JURGEN KLOPP,2015-08-10,2100-01-01,229,0,0,0,Liverpool,Burnley,2021/2022_2021-08-21_Liverpool_Burnley,3,2,1,0,0,Established,2,TRUE
2021-08-28,2021/2022,Liverpool,Chelsea,1,1,1,JURGEN KLOPP,2015-08-10,2100-01-01,230,0,0,0,Liverpool,Chelsea,2021/2022_2021-08-28_Liverpool_Chelsea,1,0,0,1,0,Established,2,TRUE
2021-09-12,2021/2022,Liverpool,Leeds United,0,3,0,JURGEN KLOPP,2015-08-10,2100-01-01,231,0,0,0,Leeds United,Liverpool,2021/2022_2021-09-12_Leeds United_Liverpool,3,3,1,0,0,Established,2,TRUE
2021-09-18,2021/2022,Liverpool,Crystal Palace,1,3,0,JURGEN KLOPP,2015-08-10,2100-01-01,232,0,0,0,Liverpool,Crystal Palace,2021/2022_2021-09-18_Liverpool_Crystal Palace,3,3,1,0,0,Established,2,TRUE
2021-09-25,2021/2022,Liverpool,Brentford,0,3,3,JURGEN KLOPP,2015-08-10,2100-01-01,233,0,0,0,Brentford,Liverpool,2021/2022_2021-09-25_Brentford_Liverpool,1,0,0,1,0,Established,2,TRUE
2021-10-03,2021/2022,Liverpool,Manchester City,1,2,2,JURGEN KLOPP,2015-08-10,2100-01-01,234,0,0,0,Liverpool,Manchester City,2021/2022_2021-10-03_Liverpool_Manchester City,1,0,0,1,0,Established,2,TRUE
2021-10-16,2021/2022,Liverpool,Watford,0,5,0,JURGEN KLOPP,2015-08-10,2100-01-01,235,0,0,0,Watford,Liverpool,2021/2022_2021-10-16_Watford_Liverpool,3,5,1,0,0,Established,2,TRUE
2021-10-24,2021/2022,Liverpool,Manchester Utd,0,5,0,JURGEN KLOPP,2015-08-10,2100-01-01,236,0,0,0,Manchester Utd,Liverpool,2021/2022_2021-10-24_Manchester Utd_Liverpool,3,5,1,0,0,Established,2,TRUE
2021-10-30,2021/2022,Liverpool,Brighton,1,2,2,JURGEN KLOPP,2015-08-10,2100-01-01,237,0,0,0,Liverpool,Brighton,2021/2022_2021-10-30_Liverpool_Brighton,1,0,0,1,0,Established,2,TRUE
2021-11-07,2021/2022,Liverpool,West Ham,0,2,3,JURGEN KLOPP,2015-08-10,2100-01-01,238,0,0,0,West Ham,Liverpool,2021/2022_2021-11-07_West Ham_Liverpool,0,-1,0,0,1,Established,2,TRUE
2021-11-20,2021/2022,Liverpool,Arsenal,1,4,0,JURGEN KLOPP,2015-08-10,2100-01-01,239,0,0,0,Liverpool,Arsenal,2021/2022_2021-11-20_Liverpool_Arsenal,3,4,1,0,0,Established,2,TRUE
2021-11-27,2021/2022,Liverpool,Southampton,1,4,0,JURGEN KLOPP,2015-08-10,2100-01-01,240,0,0,0,Liverpool,Southampton,2021/2022_2021-11-27_Liverpool_Southampton,3,4,1,0,0,Established,2,TRUE
2021-12-01,2021/2022,Liverpool,Everton,0,4,1,JURGEN KLOPP,2015-08-10,2100-01-01,241,0,0,0,Everton,Liverpool,2021/2022_2021-12-01_Everton_Liverpool,3,3,1,0,0,Established,2,TRUE
2021-12-04,2021/2022,Liverpool,Wolves,0,1,0,JURGEN KLOPP,2015-08-10,2100-01-01,242,0,0,0,Wolves,Liverpool,2021/2022_2021-12-04_Wolves_Liverpool,3,1,1,0,0,Established,2,TRUE
2021-12-11,2021/2022,Liverpool,Aston Villa,1,1,0,JURGEN KLOPP,2015-08-10,2100-01-01,243,0,0,0,Liverpool,Aston Villa,2021/2022_2021-12-11_Liverpool_Aston Villa,3,1,1,0,0,Established,2,TRUE
2021-12-16,2021/2022,Liverpool,Newcastle Utd,1,3,1,JURGEN KLOPP,2015-08-10,2100-01-01,244,0,0,0,Liverpool,Newcastle Utd,2021/2022_2021-12-16_Liverpool_Newcastle Utd,3,2,1,0,0,Established,2,TRUE
2021-12-19,2021/2022,Liverpool,Tottenham,0,2,2,JURGEN KLOPP,2015-08-10,2100-01-01,245,0,0,0,Tottenham,Liverpool,2021/2022_2021-12-19_Tottenham_Liverpool,1,0,0,1,0,Established,2,TRUE
2021-12-28,2021/2022,Liverpool,Leicester City,0,0,1,JURGEN KLOPP,2015-08-10,2100-01-01,246,0,0,0,Leicester City,Liverpool,2021/2022_2021-12-28_Leicester City_Liverpool,0,-1,0,0,1,Established,2,TRUE
2022-01-02,2021/2022,Liverpool,Chelsea,0,2,2,JURGEN KLOPP,2015-08-10,2100-01-01,247,0,0,0,Chelsea,Liverpool,2021/2022_2022-01-02_Chelsea_Liverpool,1,0,0,1,0,Established,2,TRUE
2022-01-16,2021/2022,Liverpool,Brentford,1,3,0,JURGEN KLOPP,2015-08-10,2100-01-01,248,0,0,0,Liverpool,Brentford,2021/2022_2022-01-16_Liverpool_Brentford,3,3,1,0,0,Established,2,TRUE
2022-01-23,2021/2022,Liverpool,Crystal Palace,0,3,1,JURGEN KLOPP,2015-08-10,2100-01-01,249,0,0,0,Crystal Palace,Liverpool,2021/2022_2022-01-23_Crystal Palace_Liverpool,3,2,1,0,0,Established,2,TRUE
2022-02-10,2021/2022,Liverpool,Leicester City,1,2,0,JURGEN KLOPP,2015-08-10,2100-01-01,250,0,0,0,Liverpool,Leicester City,2021/2022_2022-02-10_Liverpool_Leicester City,3,2,1,0,0,Established,2,TRUE
2022-02-13,2021/2022,Liverpool,Burnley,0,1,0,JURGEN KLOPP,2015-08-10,2100-01-01,251,0,0,0,Burnley,Liverpool,2021/2022_2022-02-13_Burnley_Liverpool,3,1,1,0,0,Established,2,TRUE
2022-02-19,2021/2022,Liverpool,Norwich City,1,3,1,JURGEN KLOPP,2015-08-10,2100-01-01,252,0,0,0,Liverpool,Norwich City,2021/2022_2022-02-19_Liverpool_Norwich City,3,2,1,0,0,Established,2,TRUE
2022-02-23,2021/2022,Liverpool,Leeds United,1,6,0,JURGEN KLOPP,2015-08-10,2100-01-01,253,0,0,0,Liverpool,Leeds United,2021/2022_2022-02-23_Liverpool_Leeds United,3,6,1,0,0,Established,2,TRUE
2022-03-05,2021/2022,Liverpool,West Ham,1,1,0,JURGEN KLOPP,2015-08-10,2100-01-01,254,0,0,0,Liverpool,West Ham,2021/2022_2022-03-05_Liverpool_West Ham,3,1,1,0,0,Established,2,TRUE
2022-03-12,2021/2022,Liverpool,Brighton,0,2,0,JURGEN KLOPP,2015-08-10,2100-01-01,255,0,0,0,Brighton,Liverpool,2021/2022_2022-03-12_Brighton_Liverpool,3,2,1,0,0,Established,2,TRUE
2022-03-16,2021/2022,Liverpool,Arsenal,0,2,0,JURGEN KLOPP,2015-08-10,2100-01-01,256,0,0,0,Arsenal,Liverpool,2021/2022_2022-03-16_Arsenal_Liverpool,3,2,1,0,0,Established,2,TRUE
2022-04-02,2021/2022,Liverpool,Watford,1,2,0,JURGEN KLOPP,2015-08-10,2100-01-01,257,0,0,0,Liverpool,Watford,2021/2022_2022-04-02_Liverpool_Watford,3,2,1,0,0,Established,2,TRUE
2022-04-10,2021/2022,Liverpool,Manchester City,0,2,2,JURGEN KLOPP,2015-08-10,2100-01-01,258,0,0,0,Manchester City,Liverpool,2021/2022_2022-04-10_Manchester City_Liverpool,1,0,0,1,0,Established,2,TRUE
2022-04-19,2021/2022,Liverpool,Manchester Utd,1,4,0,JURGEN KLOPP,2015-08-10,2100-01-01,259,0,0,0,Liverpool,Manchester Utd,2021/2022_2022-04-19_Liverpool_Manchester Utd,3,4,1,0,0,Established,2,TRUE
2022-04-24,2021/2022,Liverpool,Everton,1,2,0,JURGEN KLOPP,2015-08-10,2100-01-01,260,0,0,0,Liverpool,Everton,2021/2022_2022-04-24_Liverpool_Everton,3,2,1,0,0,Established,2,TRUE
2022-04-30,2021/2022,Liverpool,Newcastle Utd,0,1,0,JURGEN KLOPP,2015-08-10,2100-01-01,261,0,0,0,Newcastle Utd,Liverpool,2021/2022_2022-04-30_Newcastle Utd_Liverpool,3,1,1,0,0,Established,2,TRUE
2022-05-07,2021/2022,Liverpool,Tottenham,1,1,1,JURGEN KLOPP,2015-08-10,2100-01-01,262,0,0,0,Liverpool,Tottenham,2021/2022_2022-05-07_Liverpool_Tottenham,1,0,0,1,0,Established,2,TRUE
2022-05-10,2021/2022,Liverpool,Aston Villa,0,2,1,JURGEN KLOPP,2015-08-10,2100-01-01,263,0,0,0,Aston Villa,Liverpool,2021/2022_2022-05-10_Aston Villa_Liverpool,3,1,1,0,0,Established,2,TRUE
2022-05-17,2021/2022,Liverpool,Southampton,0,2,1,JURGEN KLOPP,2015-08-10,2100-01-01,264,0,0,0,Southampton,Liverpool,2021/2022_2022-05-17_Southampton_Liverpool,3,1,1,0,0,Established,2,TRUE
2022-05-22,2021/2022,Liverpool,Wolves,1,3,1,JURGEN KLOPP,2015-08-10,2100-01-01,265,0,0,0,Liverpool,Wolves,2021/2022_2022-05-22_Liverpool_Wolves,3,2,1,0,0,Established,2,TRUE
2022-08-06,2022/2023,Liverpool,Fulham,0,2,2,JURGEN KLOPP,2015-08-10,2100-01-01,266,0,0,0,Fulham,Liverpool,2022/2023_2022-08-06_Fulham_Liverpool,1,0,0,1,0,Established,2,TRUE
2022-08-15,2022/2023,Liverpool,Crystal Palace,1,1,1,JURGEN KLOPP,2015-08-10,2100-01-01,267,0,0,0,Liverpool,Crystal Palace,2022/2023_2022-08-15_Liverpool_Crystal Palace,1,0,0,1,0,Established,2,TRUE
2022-08-22,2022/2023,Liverpool,Manchester Utd,0,1,2,JURGEN KLOPP,2015-08-10,2100-01-01,268,0,0,0,Manchester Utd,Liverpool,2022/2023_2022-08-22_Manchester Utd_Liverpool,0,-1,0,0,1,Established,2,TRUE
2022-08-27,2022/2023,Liverpool,Bournemouth,1,9,0,JURGEN KLOPP,2015-08-10,2100-01-01,269,0,0,0,Liverpool,Bournemouth,2022/2023_2022-08-27_Liverpool_Bournemouth,3,9,1,0,0,Established,2,TRUE
2022-08-31,2022/2023,Liverpool,Newcastle Utd,1,2,1,JURGEN KLOPP,2015-08-10,2100-01-01,270,0,0,0,Liverpool,Newcastle Utd,2022/2023_2022-08-31_Liverpool_Newcastle Utd,3,1,1,0,0,Established,2,TRUE
2022-09-03,2022/2023,Liverpool,Everton,0,0,0,JURGEN KLOPP,2015-08-10,2100-01-01,271,0,0,0,Everton,Liverpool,2022/2023_2022-09-03_Everton_Liverpool,1,0,0,1,0,Established,2,TRUE
2022-10-01,2022/2023,Liverpool,Brighton,1,3,3,JURGEN KLOPP,2015-08-10,2100-01-01,272,0,0,0,Liverpool,Brighton,2022/2023_2022-10-01_Liverpool_Brighton,1,0,0,1,0,Established,2,TRUE
2022-10-09,2022/2023,Liverpool,Arsenal,0,2,3,JURGEN KLOPP,2015-08-10,2100-01-01,273,0,0,0,Arsenal,Liverpool,2022/2023_2022-10-09_Arsenal_Liverpool,0,-1,0,0,1,Established,2,TRUE
2022-10-16,2022/2023,Liverpool,Manchester City,1,1,0,JURGEN KLOPP,2015-08-10,2100-01-01,274,0,0,0,Liverpool,Manchester City,2022/2023_2022-10-16_Liverpool_Manchester City,3,1,1,0,0,Established,2,TRUE
2022-10-19,2022/2023,Liverpool,West Ham,1,1,0,JURGEN KLOPP,2015-08-10,2100-01-01,275,0,0,0,Liverpool,West Ham,2022/2023_2022-10-19_Liverpool_West Ham,3,1,1,0,0,Established,2,TRUE
2022-10-22,2022/2023,Liverpool,Nott'ham Forest,0,0,1,JURGEN KLOPP,2015-08-10,2100-01-01,276,0,0,0,Nott'ham Forest,Liverpool,2022/2023_2022-10-22_Nott'ham Forest_Liverpool,0,-1,0,0,1,Established,2,TRUE
2022-10-29,2022/2023,Liverpool,Leeds United,1,1,2,JURGEN KLOPP,2015-08-10,2100-01-01,277,0,0,0,Liverpool,Leeds United,2022/2023_2022-10-29_Liverpool_Leeds United,0,-1,0,0,1,Established,2,TRUE
2022-11-06,2022/2023,Liverpool,Tottenham,0,2,1,JURGEN KLOPP,2015-08-10,2100-01-01,278,0,0,0,Tottenham,Liverpool,2022/2023_2022-11-06_Tottenham_Liverpool,3,1,1,0,0,Established,2,TRUE
2022-11-12,2022/2023,Liverpool,Southampton,1,3,1,JURGEN KLOPP,2015-08-10,2100-01-01,279,0,0,0,Liverpool,Southampton,2022/2023_2022-11-12_Liverpool_Southampton,3,2,1,0,0,Established,2,TRUE
2022-12-26,2022/2023,Liverpool,Aston Villa,0,3,1,JURGEN KLOPP,2015-08-10,2100-01-01,280,0,0,0,Aston Villa,Liverpool,2022/2023_2022-12-26_Aston Villa_Liverpool,3,2,1,0,0,Established,2,TRUE
2022-12-30,2022/2023,Liverpool,Leicester City,1,2,1,JURGEN KLOPP,2015-08-10,2100-01-01,281,0,0,0,Liverpool,Leicester City,2022/2023_2022-12-30_Liverpool_Leicester City,3,1,1,0,0,Established,2,TRUE
2023-01-02,2022/2023,Liverpool,Brentford,0,1,3,JURGEN KLOPP,2015-08-10,2100-01-01,282,0,0,0,Brentford,Liverpool,2022/2023_2023-01-02_Brentford_Liverpool,0,-2,0,0,1,Established,2,TRUE
2023-01-14,2022/2023,Liverpool,Brighton,0,0,3,JURGEN KLOPP,2015-08-10,2100-01-01,283,0,0,0,Brighton,Liverpool,2022/2023_2023-01-14_Brighton_Liverpool,0,-3,0,0,1,Established,2,TRUE
